rssi,snr,pdr,latency_ms,retries,etx,queue_pct,battery_pct,temperature_c,time_on_air_s,spreading_factor,bandwidth_khz,link_success,data_type
-90.63,-0.01,0.8134,243.13,0,1.229,64.88,98.44,17.91,0.0668,8,250,1,SYNTHETIC-DEMO
-71.24,9.03,0.9757,800.81,0,1.025,92.13,46.89,30.42,0.4526,10,125,1,SYNTHETIC-DEMO
-98.11,-4.86,0.527,873.52,2,1.897,92.9,23.19,29.86,0.0719,7,125,0,SYNTHETIC-DEMO
-110.04,-3.63,0.6172,782.77,2,1.62,37.31,43.77,18.54,0.1336,8,125,1,SYNTHETIC-DEMO
-87.93,9.8,0.9581,816.8,2,1.044,38.11,32.49,39.06,0.1336,8,125,1,SYNTHETIC-DEMO
-64.06,9.22,1.0,195.84,0,1.0,19.1,41.18,34.33,0.1336,8,125,1,SYNTHETIC-DEMO
-79.94,5.47,0.8864,1868.87,0,1.128,12.66,93.63,27.6,1.8104,12,125,1,SYNTHETIC-DEMO
-104.96,-1.45,0.8409,383.51,1,1.189,28.33,68.32,30.29,0.0719,7,125,0,SYNTHETIC-DEMO
-62.41,12.84,1.0,204.06,0,1.0,51.42,60.94,48.08,0.0617,9,500,1,SYNTHETIC-DEMO
-102.72,-0.53,0.7865,449.67,1,1.271,62.18,28.04,62.42,0.0719,7,125,1,SYNTHETIC-DEMO
-61.09,8.96,1.0,948.19,0,1.0,12.78,71.67,42.37,0.9052,12,250,1,SYNTHETIC-DEMO
-112.52,-2.6,0.6604,470.53,1,1.514,61.39,72.14,39.41,0.0719,7,125,1,SYNTHETIC-DEMO
-60.02,14.63,0.9838,175.83,0,1.016,39.95,49.91,64.67,0.0668,8,250,1,SYNTHETIC-DEMO
-120.07,-3.61,0.7306,1107.2,1,1.369,13.34,66.26,47.4,0.4526,10,125,0,SYNTHETIC-DEMO
-78.64,5.54,1.0,490.62,0,1.0,7.09,24.58,40.15,0.4526,10,125,1,SYNTHETIC-DEMO
-76.87,9.9,0.9693,401.38,0,1.032,80.98,16.27,53.32,0.1336,8,125,1,SYNTHETIC-DEMO
-80.83,2.97,0.9302,407.0,0,1.075,79.89,23.59,53.61,0.1336,8,125,1,SYNTHETIC-DEMO
-74.46,-4.82,0.4823,734.92,1,2.073,86.33,26.91,25.33,0.1336,8,125,1,SYNTHETIC-DEMO
-94.33,2.98,0.9331,367.01,0,1.072,85.36,91.86,30.31,0.0668,8,250,1,SYNTHETIC-DEMO
-121.48,-3.84,0.7087,402.17,0,1.411,92.79,75.64,22.56,0.0719,7,125,1,SYNTHETIC-DEMO
-101.75,-2.61,0.6901,801.29,2,1.449,31.35,61.4,25.29,0.1336,8,125,1,SYNTHETIC-DEMO
-83.25,3.25,0.9534,215.49,0,1.049,35.5,40.17,22.62,0.1336,8,125,1,SYNTHETIC-DEMO
-82.99,8.65,0.9382,301.32,0,1.066,62.39,93.05,48.49,0.1336,8,125,1,SYNTHETIC-DEMO
-112.31,-1.49,0.8306,205.94,0,1.204,41.53,58.89,59.37,0.1234,9,250,1,SYNTHETIC-DEMO
-108.55,3.02,1.0,1982.91,0,1.0,60.6,38.02,24.47,1.8104,12,125,1,SYNTHETIC-DEMO
-93.36,2.6,0.9115,346.27,0,1.097,29.27,66.59,33.16,0.2468,9,125,1,SYNTHETIC-DEMO
-77.64,5.05,0.9249,306.47,0,1.081,81.04,15.08,27.65,0.036,7,250,1,SYNTHETIC-DEMO
-69.57,10.09,0.9879,266.26,0,1.012,64.45,89.91,30.52,0.0719,7,125,1,SYNTHETIC-DEMO
-119.38,-3.56,0.6775,2000.0,1,1.476,54.9,35.6,45.45,0.9052,12,250,0,SYNTHETIC-DEMO
-64.83,10.33,0.9791,598.3,1,1.021,63.4,57.48,38.44,0.1336,8,125,1,SYNTHETIC-DEMO
-64.7,8.02,0.9241,107.28,0,1.082,13.13,67.71,41.58,0.0719,7,125,1,SYNTHETIC-DEMO
-124.48,-8.12,0.1589,2000.0,7,6.293,51.19,73.75,31.73,0.2468,9,125,0,SYNTHETIC-DEMO
-92.08,0.11,0.8428,529.1,0,1.187,84.2,93.74,42.85,0.2468,9,125,1,SYNTHETIC-DEMO
-86.84,5.11,1.0,276.58,0,1.0,56.24,26.73,41.98,0.1234,9,250,1,SYNTHETIC-DEMO
-89.01,5.02,0.984,209.49,0,1.016,22.85,44.26,32.68,0.1336,8,125,0,SYNTHETIC-DEMO
-84.97,-5.44,0.4733,788.0,3,2.113,10.52,18.24,30.62,0.0719,7,125,0,SYNTHETIC-DEMO
-92.28,-0.64,0.7917,2000.0,0,1.263,85.25,81.65,57.3,1.8104,12,125,1,SYNTHETIC-DEMO
-105.9,-7.04,0.3373,1297.86,3,2.965,87.5,40.49,61.25,0.1336,8,125,0,SYNTHETIC-DEMO
-118.78,-6.44,0.4277,978.35,2,2.338,88.54,33.2,55.5,0.1234,9,250,0,SYNTHETIC-DEMO
-111.46,-4.98,0.4425,2000.0,5,2.26,73.4,42.02,26.35,0.4526,10,125,0,SYNTHETIC-DEMO
-76.88,6.3,0.9009,220.98,0,1.11,33.98,47.18,45.21,0.1234,9,250,0,SYNTHETIC-DEMO
-109.33,-1.68,0.8232,213.24,0,1.215,58.48,28.84,36.73,0.0334,8,500,0,SYNTHETIC-DEMO
-71.07,14.69,1.0,260.36,0,1.0,47.87,38.82,43.51,0.1336,8,125,1,SYNTHETIC-DEMO
-98.77,1.61,0.9705,419.71,0,1.03,81.51,27.87,25.28,0.1234,9,250,1,SYNTHETIC-DEMO
-98.06,2.72,0.9421,1171.52,0,1.061,59.82,46.72,25.39,0.9871,11,125,1,SYNTHETIC-DEMO
-68.55,2.89,0.9898,1182.24,0,1.01,67.23,64.34,26.65,0.9871,11,125,1,SYNTHETIC-DEMO
-111.07,-3.94,0.7039,174.84,0,1.421,48.42,87.51,51.96,0.0719,7,125,1,SYNTHETIC-DEMO
-112.67,-6.96,0.3382,711.78,2,2.957,65.38,64.19,47.05,0.0719,7,125,1,SYNTHETIC-DEMO
-60.95,11.86,1.0,373.92,0,1.0,51.76,73.41,60.23,0.2468,11,500,1,SYNTHETIC-DEMO
-89.86,2.72,0.9643,771.05,0,1.037,85.75,23.48,31.48,0.4526,10,125,1,SYNTHETIC-DEMO
-112.62,-4.35,0.5585,1050.01,0,1.791,27.07,92.96,24.88,0.9871,11,125,0,SYNTHETIC-DEMO
-114.22,-0.21,0.9093,234.1,0,1.1,55.62,84.18,50.62,0.0719,7,125,1,SYNTHETIC-DEMO
-68.99,6.81,1.0,278.38,0,1.0,13.14,87.61,25.07,0.2468,9,125,1,SYNTHETIC-DEMO
-86.01,8.17,1.0,464.76,0,1.0,22.16,36.19,46.14,0.4526,10,125,1,SYNTHETIC-DEMO
-117.52,0.24,0.8357,203.44,0,1.197,40.2,59.39,17.46,0.1234,9,250,1,SYNTHETIC-DEMO
-67.35,5.94,0.9609,263.52,0,1.041,53.91,23.63,28.05,0.1336,8,125,1,SYNTHETIC-DEMO
-96.15,4.86,0.9992,204.65,0,1.001,55.92,86.94,60.41,0.036,7,250,1,SYNTHETIC-DEMO
-60.69,10.22,1.0,167.71,0,1.0,7.66,97.58,56.51,0.1234,9,250,1,SYNTHETIC-DEMO
-106.69,-3.05,0.5993,306.19,0,1.668,67.31,66.22,22.19,0.1336,8,125,1,SYNTHETIC-DEMO
-90.63,3.73,0.9081,388.67,0,1.101,79.33,35.18,22.2,0.1336,8,125,1,SYNTHETIC-DEMO
-113.75,-8.99,0.2234,2000.0,6,4.477,19.16,59.65,40.04,1.8104,12,125,0,SYNTHETIC-DEMO
-96.42,-0.99,0.7712,241.25,0,1.297,60.95,54.28,59.73,0.0668,8,250,1,SYNTHETIC-DEMO
-113.53,-1.92,0.8087,739.97,0,1.236,88.08,45.39,24.3,0.4526,10,125,1,SYNTHETIC-DEMO
-105.03,-2.29,0.8463,202.56,0,1.182,58.95,27.56,53.55,0.0719,7,125,1,SYNTHETIC-DEMO
-107.46,1.91,0.9688,322.85,0,1.032,17.85,38.09,61.81,0.2468,9,125,1,SYNTHETIC-DEMO
-106.6,-3.04,0.6821,2000.0,4,1.466,13.96,94.4,31.56,1.8104,12,125,0,SYNTHETIC-DEMO
-61.96,9.93,1.0,150.34,0,1.0,23.22,47.8,33.73,0.0719,7,125,1,SYNTHETIC-DEMO
-122.5,-6.05,0.4512,360.79,1,2.216,32.23,26.7,19.76,0.0719,7,125,1,SYNTHETIC-DEMO
-92.7,-3.52,0.6856,240.04,0,1.458,36.47,55.7,38.92,0.1336,8,125,0,SYNTHETIC-DEMO
-84.1,5.35,0.9078,434.24,1,1.102,51.28,16.48,62.08,0.0719,7,125,0,SYNTHETIC-DEMO
-82.05,5.6,1.0,640.99,0,1.0,64.1,46.2,52.8,0.4526,10,125,1,SYNTHETIC-DEMO
-75.95,-0.75,0.748,1004.72,0,1.337,19.87,71.24,16.39,0.9871,11,125,1,SYNTHETIC-DEMO
-75.54,-2.53,0.6401,225.29,0,1.562,54.54,33.75,19.84,0.0668,8,250,1,SYNTHETIC-DEMO
-62.89,7.69,0.9015,322.66,0,1.109,62.93,11.79,40.71,0.1336,8,125,1,SYNTHETIC-DEMO
-75.88,10.34,0.9196,233.79,0,1.087,40.71,53.74,54.62,0.1336,8,125,1,SYNTHETIC-DEMO
-71.46,15.0,0.9862,573.52,0,1.014,48.15,75.53,39.74,0.4526,10,125,1,SYNTHETIC-DEMO
-90.4,-3.97,0.6905,302.82,0,1.448,72.11,66.35,18.4,0.0719,7,125,1,SYNTHETIC-DEMO
-82.25,10.13,0.9126,482.93,0,1.096,78.53,21.97,36.68,0.2468,9,125,1,SYNTHETIC-DEMO
-93.92,5.58,1.0,370.53,0,1.0,42.23,85.72,43.05,0.2468,9,125,1,SYNTHETIC-DEMO
-107.03,-3.8,0.6192,465.77,1,1.615,29.26,68.39,27.3,0.1234,9,250,1,SYNTHETIC-DEMO
-104.63,5.43,0.94,174.07,0,1.064,52.38,55.1,38.14,0.0719,7,125,1,SYNTHETIC-DEMO
-101.57,1.24,0.8873,598.79,0,1.127,49.65,73.31,63.6,0.4526,10,125,1,SYNTHETIC-DEMO
-102.86,-1.51,0.7061,345.1,1,1.416,58.54,79.06,28.4,0.018,7,500,0,SYNTHETIC-DEMO
-90.34,-3.82,0.6562,186.52,0,1.524,37.3,87.22,41.23,0.0719,7,125,0,SYNTHETIC-DEMO
-108.9,-1.87,0.6978,1226.55,0,1.433,78.47,10.39,25.09,0.9871,11,125,1,SYNTHETIC-DEMO
-91.42,2.29,0.8556,613.5,0,1.169,56.12,87.75,62.01,0.4526,10,125,1,SYNTHETIC-DEMO
-65.44,15.0,0.9933,178.17,0,1.007,55.38,86.91,16.42,0.018,7,500,1,SYNTHETIC-DEMO
-98.61,-2.96,0.6885,149.57,0,1.452,27.31,99.47,56.23,0.0719,7,125,1,SYNTHETIC-DEMO
-110.53,-5.73,0.4581,1091.84,4,2.183,49.62,56.59,19.92,0.0719,7,125,1,SYNTHETIC-DEMO
-102.45,-2.4,0.7801,437.87,0,1.282,86.67,37.93,17.71,0.1336,8,125,0,SYNTHETIC-DEMO
-68.0,15.0,1.0,177.53,0,1.0,54.83,39.71,55.04,0.036,7,250,1,SYNTHETIC-DEMO
-63.79,5.03,1.0,92.59,0,1.0,15.13,10.0,43.49,0.036,7,250,1,SYNTHETIC-DEMO
-67.37,12.74,0.9492,292.77,0,1.053,51.9,59.08,44.31,0.1336,8,125,1,SYNTHETIC-DEMO
-106.32,-7.03,0.236,2000.0,7,4.238,21.85,73.15,30.89,0.4526,10,125,0,SYNTHETIC-DEMO
-99.79,1.56,1.0,538.85,0,1.0,87.24,59.69,50.1,0.2468,9,125,1,SYNTHETIC-DEMO
-61.63,9.94,0.9721,362.15,0,1.029,52.74,42.77,38.15,0.2468,9,125,1,SYNTHETIC-DEMO
-103.95,-3.44,0.5695,628.66,2,1.756,71.04,51.6,54.55,0.036,7,250,1,SYNTHETIC-DEMO
-116.04,-1.5,0.8678,1856.97,0,1.152,10.45,64.09,26.29,1.8104,12,125,1,SYNTHETIC-DEMO
-106.66,-4.47,0.5757,567.47,0,1.737,41.5,15.11,51.29,0.4526,10,125,1,SYNTHETIC-DEMO
-62.34,3.76,0.9892,601.63,0,1.011,58.69,51.84,55.18,0.4526,10,125,1,SYNTHETIC-DEMO
-97.97,-0.58,0.7806,1102.22,1,1.281,15.05,48.01,26.4,0.4526,10,125,1,SYNTHETIC-DEMO
-64.3,5.72,1.0,1047.44,0,1.0,10.32,41.73,43.64,0.9871,11,125,1,SYNTHETIC-DEMO
-118.23,-3.65,0.5724,800.89,2,1.747,87.51,80.08,48.77,0.0617,9,500,1,SYNTHETIC-DEMO
-75.21,5.2,0.8918,113.17,0,1.121,15.22,64.82,24.61,0.0719,7,125,0,SYNTHETIC-DEMO
-118.93,0.74,0.8408,383.51,0,1.189,52.02,96.96,40.32,0.2468,9,125,0,SYNTHETIC-DEMO
-112.16,-4.16,0.6235,1959.06,2,1.604,90.04,35.08,62.64,0.4526,10,125,1,SYNTHETIC-DEMO
-84.95,4.73,1.0,496.47,0,1.0,6.2,41.25,42.73,0.4526,10,125,1,SYNTHETIC-DEMO
-96.76,-3.26,0.6169,917.72,1,1.621,81.84,53.39,40.34,0.2468,9,125,1,SYNTHETIC-DEMO
-81.67,3.09,0.9252,135.74,0,1.081,23.74,16.98,59.06,0.0719,7,125,1,SYNTHETIC-DEMO
-61.73,6.38,0.9221,448.38,0,1.084,88.9,37.44,64.42,0.1336,8,125,1,SYNTHETIC-DEMO
-121.57,-1.25,0.8083,2000.0,1,1.237,49.71,18.8,61.1,0.9871,11,125,0,SYNTHETIC-DEMO
-112.54,-5.79,0.3659,1108.25,2,2.733,18.11,22.13,34.03,0.2468,9,125,0,SYNTHETIC-DEMO
-83.39,1.88,1.0,387.24,0,1.0,51.23,69.46,17.86,0.2468,9,125,1,SYNTHETIC-DEMO
-66.73,9.36,1.0,247.63,0,1.0,61.61,75.34,49.85,0.0668,8,250,1,SYNTHETIC-DEMO
-73.15,4.21,0.995,319.86,0,1.005,60.23,15.81,44.91,0.1336,8,125,1,SYNTHETIC-DEMO
-94.74,6.25,1.0,454.5,0,1.0,71.39,23.93,50.67,0.2468,11,500,1,SYNTHETIC-DEMO
-76.54,12.72,0.9325,999.73,1,1.072,94.13,68.56,38.89,0.2468,9,125,1,SYNTHETIC-DEMO
-111.47,-6.01,0.4491,1732.2,2,2.227,34.92,89.62,27.77,0.4526,10,125,1,SYNTHETIC-DEMO
-124.11,-3.07,0.6535,379.28,1,1.53,60.97,19.74,62.36,0.0334,8,500,1,SYNTHETIC-DEMO
-87.95,0.06,0.877,315.23,0,1.14,10.73,38.66,32.52,0.2468,9,125,1,SYNTHETIC-DEMO
-72.14,5.72,1.0,243.55,0,1.0,52.03,74.7,28.21,0.0719,7,125,1,SYNTHETIC-DEMO
-96.83,3.21,1.0,794.52,0,1.0,92.74,63.95,24.81,0.4526,10,125,1,SYNTHETIC-DEMO
-88.0,3.49,1.0,180.68,0,1.0,45.49,48.08,54.07,0.0668,8,250,1,SYNTHETIC-DEMO
-97.56,1.19,0.976,359.01,0,1.025,73.94,44.98,16.46,0.1336,8,125,1,SYNTHETIC-DEMO
-91.59,5.95,1.0,336.86,0,1.0,39.95,35.59,42.82,0.2468,9,125,1,SYNTHETIC-DEMO
-67.52,11.94,1.0,1310.22,0,1.0,90.91,68.99,29.99,0.9871,11,125,1,SYNTHETIC-DEMO
-93.92,1.7,0.8749,114.55,0,1.143,39.71,21.59,35.67,0.036,7,250,1,SYNTHETIC-DEMO
-124.51,-8.35,0.2253,2000.0,3,4.439,78.13,44.2,23.01,0.4526,10,125,0,SYNTHETIC-DEMO
-73.01,6.75,0.9023,363.91,0,1.108,75.69,98.1,45.17,0.1336,8,125,1,SYNTHETIC-DEMO
-84.85,0.26,0.7973,192.07,0,1.254,18.55,14.57,56.91,0.1336,8,125,1,SYNTHETIC-DEMO
-77.52,8.37,1.0,312.66,0,1.0,81.24,34.05,46.11,0.036,7,250,1,SYNTHETIC-DEMO
-66.43,7.73,1.0,343.85,0,1.0,68.58,99.66,31.17,0.1336,8,125,1,SYNTHETIC-DEMO
-106.4,-5.47,0.3566,1884.77,4,2.805,20.27,74.06,64.01,0.2468,9,125,0,SYNTHETIC-DEMO
-92.3,6.62,0.945,90.14,0,1.058,27.25,48.77,25.02,0.036,7,250,1,SYNTHETIC-DEMO
-85.84,3.49,1.0,217.94,0,1.0,35.09,52.92,64.48,0.1336,8,125,1,SYNTHETIC-DEMO
-102.55,-3.26,0.7556,2000.0,1,1.323,5.98,52.75,24.21,0.9871,11,125,1,SYNTHETIC-DEMO
-70.01,11.5,1.0,180.32,0,1.0,58.27,58.65,44.76,0.018,7,500,1,SYNTHETIC-DEMO
-79.66,9.49,0.986,445.51,0,1.014,65.99,73.31,28.15,0.2263,10,250,1,SYNTHETIC-DEMO
-77.33,-0.94,0.7926,259.23,0,1.262,37.96,10.92,56.31,0.1336,8,125,0,SYNTHETIC-DEMO
-72.48,10.76,0.9602,315.48,0,1.041,34.39,45.47,62.76,0.2468,9,125,1,SYNTHETIC-DEMO
-108.22,-1.5,0.8487,356.46,0,1.178,71.33,77.65,54.8,0.1336,8,125,1,SYNTHETIC-DEMO
-76.53,9.27,1.0,103.32,0,1.0,33.82,61.96,43.7,0.018,7,500,1,SYNTHETIC-DEMO
-74.7,6.09,0.9614,72.49,0,1.04,13.33,99.77,19.27,0.018,7,500,1,SYNTHETIC-DEMO
-70.24,8.77,1.0,206.99,0,1.0,54.07,26.34,17.23,0.0719,7,125,1,SYNTHETIC-DEMO
-93.25,0.62,0.9537,354.51,0,1.049,76.19,47.12,43.97,0.0719,7,125,1,SYNTHETIC-DEMO
-92.23,5.42,1.0,261.6,0,1.0,58.67,92.2,28.38,0.1234,9,250,1,SYNTHETIC-DEMO
-118.62,-7.0,0.3378,2000.0,2,2.96,68.23,58.75,24.61,0.9871,11,125,0,SYNTHETIC-DEMO
-69.61,11.19,1.0,693.04,0,1.0,75.1,76.16,58.8,0.4526,10,125,1,SYNTHETIC-DEMO
-90.32,3.04,0.9178,567.07,0,1.09,88.93,43.89,27.99,0.2468,9,125,1,SYNTHETIC-DEMO
-86.36,6.06,1.0,319.8,0,1.0,78.15,68.82,26.53,0.0719,7,125,1,SYNTHETIC-DEMO
-117.11,-7.81,0.2258,1008.14,4,4.43,44.89,28.05,55.94,0.0668,8,250,1,SYNTHETIC-DEMO
-85.88,5.01,1.0,85.57,0,1.0,30.82,46.26,51.71,0.0334,8,500,1,SYNTHETIC-DEMO
-122.27,-3.7,0.5708,350.87,1,1.752,5.89,24.59,56.65,0.0719,7,125,1,SYNTHETIC-DEMO
-64.99,15.0,1.0,375.13,0,1.0,39.25,44.86,61.85,0.2468,9,125,0,SYNTHETIC-DEMO
-68.87,10.22,1.0,278.49,0,1.0,23.72,26.51,32.3,0.2468,9,125,1,SYNTHETIC-DEMO
-112.37,-5.15,0.5214,242.45,0,1.918,63.92,35.72,51.48,0.0668,8,250,1,SYNTHETIC-DEMO
-86.4,1.2,0.9804,218.67,0,1.02,40.12,39.57,51.57,0.1336,8,125,1,SYNTHETIC-DEMO
-85.82,6.21,1.0,698.73,0,1.0,77.3,79.91,47.06,0.4526,10,125,1,SYNTHETIC-DEMO
-72.78,4.92,0.9433,793.47,0,1.06,94.61,78.09,39.88,0.4526,10,125,1,SYNTHETIC-DEMO
-75.8,4.23,0.9006,414.37,0,1.11,76.0,88.19,15.95,0.1336,8,125,1,SYNTHETIC-DEMO
-60.44,6.88,1.0,1206.69,0,1.0,74.26,26.58,38.22,0.9871,11,125,1,SYNTHETIC-DEMO
-102.2,-0.08,0.7848,1169.32,1,1.274,46.56,17.09,43.99,0.4526,12,500,1,SYNTHETIC-DEMO
-116.9,-3.46,0.6465,515.52,1,1.547,40.12,38.96,48.55,0.1336,8,125,1,SYNTHETIC-DEMO
-87.72,1.93,0.9056,189.15,0,1.104,13.82,42.45,26.07,0.1336,8,125,1,SYNTHETIC-DEMO
-75.34,12.1,1.0,416.34,0,1.0,59.73,86.53,30.43,0.2468,9,125,1,SYNTHETIC-DEMO
-106.42,0.39,0.9942,1070.04,0,1.006,33.67,51.15,56.05,0.9871,11,125,1,SYNTHETIC-DEMO
-109.65,3.74,0.8797,1114.39,0,1.137,48.99,48.97,62.48,0.9871,11,125,1,SYNTHETIC-DEMO
-72.84,7.25,1.0,201.61,0,1.0,52.02,83.82,59.55,0.0719,7,125,1,SYNTHETIC-DEMO
-76.01,3.43,0.8718,203.79,0,1.147,53.33,82.0,46.95,0.0668,8,250,1,SYNTHETIC-DEMO
-111.78,-6.43,0.3134,2000.0,5,3.191,39.76,46.55,54.44,0.2468,9,125,0,SYNTHETIC-DEMO
-68.5,7.45,1.0,345.18,0,1.0,39.61,37.82,58.26,0.2468,9,125,1,SYNTHETIC-DEMO
-116.24,-1.42,0.7619,115.03,0,1.312,13.77,66.3,45.42,0.0719,7,125,1,SYNTHETIC-DEMO
-117.9,-5.51,0.4708,573.35,0,2.124,38.65,62.6,62.38,0.4936,11,250,0,SYNTHETIC-DEMO
-102.18,2.45,1.0,477.07,0,1.0,75.84,95.96,48.01,0.2468,9,125,1,SYNTHETIC-DEMO
-67.38,13.07,1.0,303.52,0,1.0,34.38,67.72,46.17,0.2263,10,250,1,SYNTHETIC-DEMO
-79.8,2.23,1.0,1074.49,0,1.0,45.46,20.11,26.17,0.9871,11,125,1,SYNTHETIC-DEMO
-99.34,-3.68,0.5673,584.99,0,1.763,45.84,73.66,35.02,0.4526,10,125,1,SYNTHETIC-DEMO
-114.78,-0.38,0.8184,363.27,0,1.222,73.8,94.93,33.93,0.1336,8,125,0,SYNTHETIC-DEMO
-78.62,6.29,1.0,155.65,0,1.0,38.11,52.76,17.39,0.0617,9,500,1,SYNTHETIC-DEMO
-86.06,4.63,1.0,155.97,0,1.0,20.28,46.62,37.11,0.0719,7,125,1,SYNTHETIC-DEMO
-60.8,12.24,0.9573,303.57,0,1.045,8.12,57.26,38.16,0.2468,9,125,1,SYNTHETIC-DEMO
-75.24,0.85,0.8979,306.99,0,1.114,73.67,70.21,48.3,0.0719,7,125,1,SYNTHETIC-DEMO
-118.36,-3.05,0.7157,745.65,1,1.397,45.77,84.32,33.98,0.2468,9,125,1,SYNTHETIC-DEMO
-77.67,6.22,0.994,188.91,0,1.006,45.02,91.97,48.34,0.0719,7,125,1,SYNTHETIC-DEMO
-108.27,-0.45,0.8518,368.89,1,1.174,34.07,62.2,24.27,0.0719,7,125,1,SYNTHETIC-DEMO
-62.48,6.04,0.9081,350.17,1,1.101,9.75,90.61,16.51,0.0719,7,125,1,SYNTHETIC-DEMO
-123.75,-5.65,0.4219,718.41,2,2.37,71.68,67.82,42.82,0.0719,7,125,0,SYNTHETIC-DEMO
-109.51,-4.07,0.6904,689.93,0,1.448,74.81,78.14,28.16,0.4526,10,125,0,SYNTHETIC-DEMO
-92.57,5.51,0.9537,759.58,0,1.049,89.76,49.13,23.05,0.4526,10,125,1,SYNTHETIC-DEMO
-119.86,-5.27,0.5119,1540.05,3,1.953,43.51,56.13,50.66,0.2468,9,125,0,SYNTHETIC-DEMO
-102.64,-2.76,0.7114,106.35,0,1.406,18.63,52.51,62.43,0.0719,7,125,1,SYNTHETIC-DEMO
-92.68,-1.64,0.8522,159.41,0,1.173,41.43,91.38,49.35,0.0719,7,125,1,SYNTHETIC-DEMO
-95.95,4.07,1.0,172.32,0,1.0,39.77,76.85,56.73,0.0719,7,125,1,SYNTHETIC-DEMO
-95.06,4.67,1.0,217.27,0,1.0,53.92,67.86,64.39,0.0719,7,125,1,SYNTHETIC-DEMO
-67.86,14.77,1.0,1042.44,0,1.0,21.35,15.1,39.91,0.9871,11,125,1,SYNTHETIC-DEMO
-92.16,0.83,1.0,144.15,0,1.0,37.27,15.65,40.93,0.0719,7,125,1,SYNTHETIC-DEMO
-63.83,5.5,0.8935,461.4,0,1.119,88.92,40.49,27.7,0.1336,8,125,1,SYNTHETIC-DEMO
-115.4,-4.29,0.5519,763.51,2,1.812,80.84,89.23,45.53,0.0719,7,125,0,SYNTHETIC-DEMO
-106.78,-4.14,0.6204,339.79,1,1.612,15.75,14.85,54.3,0.0719,7,125,0,SYNTHETIC-DEMO
-82.33,2.22,0.9432,686.53,1,1.06,8.99,14.4,29.86,0.2468,9,125,1,SYNTHETIC-DEMO
-106.6,0.01,0.9677,408.74,0,1.033,56.84,73.97,30.33,0.2468,9,125,1,SYNTHETIC-DEMO
-102.43,3.22,0.8921,353.85,0,1.121,82.66,75.55,49.16,0.0719,7,125,1,SYNTHETIC-DEMO
-66.43,9.84,0.9934,194.19,0,1.007,54.35,87.81,61.61,0.0719,7,125,1,SYNTHETIC-DEMO
-89.99,2.9,1.0,145.77,0,1.0,34.61,23.6,53.65,0.0668,8,250,1,SYNTHETIC-DEMO
-103.25,2.06,0.9955,411.74,0,1.005,93.86,17.76,63.16,0.0719,7,125,1,SYNTHETIC-DEMO
-74.51,5.58,1.0,57.4,0,1.0,5.04,25.31,39.71,0.018,7,500,1,SYNTHETIC-DEMO
-120.41,-0.03,0.8721,1854.44,0,1.147,12.4,89.4,28.62,1.8104,12,125,1,SYNTHETIC-DEMO
-88.36,13.41,0.9671,173.23,0,1.034,9.02,50.66,44.78,0.1234,9,250,1,SYNTHETIC-DEMO
-118.52,-6.83,0.3257,2000.0,5,3.071,13.38,78.47,64.54,0.2468,9,125,0,SYNTHETIC-DEMO
-113.5,0.86,0.8525,186.57,0,1.173,52.08,47.88,56.37,0.0668,8,250,1,SYNTHETIC-DEMO
-120.94,-1.0,0.8604,225.95,0,1.162,30.75,93.95,42.24,0.1336,8,125,1,SYNTHETIC-DEMO
-66.39,10.25,1.0,581.38,0,1.0,91.23,42.51,62.45,0.2468,9,125,1,SYNTHETIC-DEMO
-121.87,-0.96,0.7484,875.43,1,1.336,75.53,48.91,26.87,0.2468,9,125,1,SYNTHETIC-DEMO
-91.43,3.38,0.986,180.13,0,1.014,23.4,85.2,55.19,0.1132,10,500,1,SYNTHETIC-DEMO
-110.38,-0.32,0.8816,95.81,0,1.134,36.81,99.52,37.58,0.018,7,500,1,SYNTHETIC-DEMO
-100.07,0.27,0.8445,1714.16,3,1.184,83.28,86.95,62.83,0.2468,9,125,0,SYNTHETIC-DEMO
-92.91,2.26,1.0,162.07,0,1.0,20.45,85.84,19.44,0.1336,8,125,1,SYNTHETIC-DEMO
-95.75,3.29,0.9649,1200.97,0,1.036,68.16,29.92,53.53,0.9871,11,125,0,SYNTHETIC-DEMO
-76.37,7.38,1.0,381.63,0,1.0,55.65,13.31,63.74,0.2468,9,125,1,SYNTHETIC-DEMO
-65.73,4.9,0.9194,420.36,0,1.088,54.63,21.73,21.35,0.2468,9,125,1,SYNTHETIC-DEMO
-105.48,0.41,0.9468,365.75,1,1.056,61.54,32.34,60.82,0.018,7,500,1,SYNTHETIC-DEMO
-123.4,-6.71,0.2512,2000.0,6,3.981,38.37,59.37,20.54,0.2468,9,125,0,SYNTHETIC-DEMO
-66.89,6.33,0.903,246.51,0,1.107,61.48,36.42,34.66,0.0719,7,125,1,SYNTHETIC-DEMO
-61.38,13.05,0.9377,360.55,0,1.066,72.86,91.61,44.02,0.1336,8,125,1,SYNTHETIC-DEMO
-96.83,-2.48,0.7804,197.24,0,1.281,52.2,29.46,27.37,0.0719,7,125,1,SYNTHETIC-DEMO
-95.37,0.21,0.9886,363.46,0,1.011,45.12,83.93,57.76,0.2468,9,125,1,SYNTHETIC-DEMO
-115.63,-7.64,0.3204,1001.65,4,3.121,12.28,60.29,38.14,0.0719,7,125,1,SYNTHETIC-DEMO
